cluster_rep,cluster_member,memberContig,repContig,orfN
36666_LNBYT5954Z_4,36666_LNBYT5954Z_4,36666_LNBYT5954Z,36666_LNBYT5954Z,4
36699_LNBYT5954Z_1,36699_LNBYT5954Z_1,36699_LNBYT5954Z,36699_LNBYT5954Z,1
36765_LNBYT5954Z_1,36765_LNBYT5954Z_1,36765_LNBYT5954Z,36765_LNBYT5954Z,1
36765_LNBYT5954Z_2,36765_LNBYT5954Z_2,36765_LNBYT5954Z,36765_LNBYT5954Z,2
36765_LNBYT5954Z_3,36765_LNBYT5954Z_3,36765_LNBYT5954Z,36765_LNBYT5954Z,3
36952_LNBYT5954Z_1,36952_LNBYT5954Z_1,36952_LNBYT5954Z,36952_LNBYT5954Z,1
36952_LNBYT5954Z_2,36952_LNBYT5954Z_2,36952_LNBYT5954Z,36952_LNBYT5954Z,2
36952_LNBYT5954Z_3,36952_LNBYT5954Z_3,36952_LNBYT5954Z,36952_LNBYT5954Z,3
37021_LNBYT5954Z_1,37021_LNBYT5954Z_1,37021_LNBYT5954Z,37021_LNBYT5954Z,1
37021_LNBYT5954Z_2,37021_LNBYT5954Z_2,37021_LNBYT5954Z,37021_LNBYT5954Z,2
37021_LNBYT5954Z_3,37021_LNBYT5954Z_3,37021_LNBYT5954Z,37021_LNBYT5954Z,3
118_LNBYT5954Z_17,118_LNBYT5954Z_17,118_LNBYT5954Z,118_LNBYT5954Z,17
118_LNBYT5954Z_18,118_LNBYT5954Z_18,118_LNBYT5954Z,118_LNBYT5954Z,18
118_LNBYT5954Z_19,118_LNBYT5954Z_19,118_LNBYT5954Z,118_LNBYT5954Z,19
118_LNBYT5954Z_20,118_LNBYT5954Z_20,118_LNBYT5954Z,118_LNBYT5954Z,20
118_LNBYT5954Z_21,118_LNBYT5954Z_21,118_LNBYT5954Z,118_LNBYT5954Z,21
118_LNBYT5954Z_22,118_LNBYT5954Z_22,118_LNBYT5954Z,118_LNBYT5954Z,22
118_LNBYT5954Z_23,118_LNBYT5954Z_23,118_LNBYT5954Z,118_LNBYT5954Z,23
118_LNBYT5954Z_24,118_LNBYT5954Z_24,118_LNBYT5954Z,118_LNBYT5954Z,24
118_LNBYT5954Z_25,118_LNBYT5954Z_25,118_LNBYT5954Z,118_LNBYT5954Z,25
118_LNBYT5954Z_26,118_LNBYT5954Z_26,118_LNBYT5954Z,118_LNBYT5954Z,26
118_LNBYT5954Z_27,118_LNBYT5954Z_27,118_LNBYT5954Z,118_LNBYT5954Z,27
118_LNBYT5954Z_28,118_LNBYT5954Z_28,118_LNBYT5954Z,118_LNBYT5954Z,28
118_LNBYT5954Z_29,118_LNBYT5954Z_29,118_LNBYT5954Z,118_LNBYT5954Z,29
118_LNBYT5954Z_30,118_LNBYT5954Z_30,118_LNBYT5954Z,118_LNBYT5954Z,30
118_LNBYT5954Z_31,118_LNBYT5954Z_31,118_LNBYT5954Z,118_LNBYT5954Z,31
81377_LNBYT5954Z_1,81377_LNBYT5954Z_1,81377_LNBYT5954Z,81377_LNBYT5954Z,1
81401_LNBYT5954Z_1,81401_LNBYT5954Z_1,81401_LNBYT5954Z,81401_LNBYT5954Z,1
81401_LNBYT5954Z_2,81401_LNBYT5954Z_2,81401_LNBYT5954Z,81401_LNBYT5954Z,2
81898_LNBYT5954Z_1,81898_LNBYT5954Z_1,81898_LNBYT5954Z,81898_LNBYT5954Z,1
81947_LNBYT5954Z_1,81947_LNBYT5954Z_1,81947_LNBYT5954Z,81947_LNBYT5954Z,1
81947_LNBYT5954Z_2,81947_LNBYT5954Z_2,81947_LNBYT5954Z,81947_LNBYT5954Z,2
82064_LNBYT5954Z_1,82064_LNBYT5954Z_1,82064_LNBYT5954Z,82064_LNBYT5954Z,1
82064_LNBYT5954Z_2,82064_LNBYT5954Z_2,82064_LNBYT5954Z,82064_LNBYT5954Z,2
82675_LNBYT5954Z_1,82675_LNBYT5954Z_1,82675_LNBYT5954Z,82675_LNBYT5954Z,1
82675_LNBYT5954Z_2,82675_LNBYT5954Z_2,82675_LNBYT5954Z,82675_LNBYT5954Z,2
82675_LNBYT5954Z_3,82675_LNBYT5954Z_3,82675_LNBYT5954Z,82675_LNBYT5954Z,3
83469_LNBYT5954Z_1,83469_LNBYT5954Z_1,83469_LNBYT5954Z,83469_LNBYT5954Z,1
83469_LNBYT5954Z_2,83469_LNBYT5954Z_2,83469_LNBYT5954Z,83469_LNBYT5954Z,2
83469_LNBYT5954Z_2,59075_LNBYT5954Z_1,59075_LNBYT5954Z,83469_LNBYT5954Z,1
83469_LNBYT5954Z_3,83469_LNBYT5954Z_3,83469_LNBYT5954Z,83469_LNBYT5954Z,3
83488_LNBYT5954Z_1,83488_LNBYT5954Z_1,83488_LNBYT5954Z,83488_LNBYT5954Z,1
83488_LNBYT5954Z_2,83488_LNBYT5954Z_2,83488_LNBYT5954Z,83488_LNBYT5954Z,2
83654_LNBYT5954Z_1,83654_LNBYT5954Z_1,83654_LNBYT5954Z,83654_LNBYT5954Z,1
83654_LNBYT5954Z_2,83654_LNBYT5954Z_2,83654_LNBYT5954Z,83654_LNBYT5954Z,2
83875_LNBYT5954Z_1,83875_LNBYT5954Z_1,83875_LNBYT5954Z,83875_LNBYT5954Z,1
83875_LNBYT5954Z_2,83875_LNBYT5954Z_2,83875_LNBYT5954Z,83875_LNBYT5954Z,2
84307_LNBYT5954Z_1,84307_LNBYT5954Z_1,84307_LNBYT5954Z,84307_LNBYT5954Z,1
84362_LNBYT5954Z_1,84362_LNBYT5954Z_1,84362_LNBYT5954Z,84362_LNBYT5954Z,1
84362_LNBYT5954Z_2,84362_LNBYT5954Z_2,84362_LNBYT5954Z,84362_LNBYT5954Z,2
84607_LNBYT5954Z_1,84607_LNBYT5954Z_1,84607_LNBYT5954Z,84607_LNBYT5954Z,1
84715_LNBYT5954Z_1,84715_LNBYT5954Z_1,84715_LNBYT5954Z,84715_LNBYT5954Z,1
84715_LNBYT5954Z_2,84715_LNBYT5954Z_2,84715_LNBYT5954Z,84715_LNBYT5954Z,2
84715_LNBYT5954Z_3,84715_LNBYT5954Z_3,84715_LNBYT5954Z,84715_LNBYT5954Z,3
84974_LNBYT5954Z_1,84974_LNBYT5954Z_1,84974_LNBYT5954Z,84974_LNBYT5954Z,1
84974_LNBYT5954Z_2,84974_LNBYT5954Z_2,84974_LNBYT5954Z,84974_LNBYT5954Z,2
84974_LNBYT5954Z_3,84974_LNBYT5954Z_3,84974_LNBYT5954Z,84974_LNBYT5954Z,3
85179_LNBYT5954Z_1,85179_LNBYT5954Z_1,85179_LNBYT5954Z,85179_LNBYT5954Z,1
85179_LNBYT5954Z_2,85179_LNBYT5954Z_2,85179_LNBYT5954Z,85179_LNBYT5954Z,2
85922_LNBYT5954Z_1,85922_LNBYT5954Z_1,85922_LNBYT5954Z,85922_LNBYT5954Z,1
86039_LNBYT5954Z_1,86039_LNBYT5954Z_1,86039_LNBYT5954Z,86039_LNBYT5954Z,1
86065_LNBYT5954Z_1,86065_LNBYT5954Z_1,86065_LNBYT5954Z,86065_LNBYT5954Z,1
86367_LNBYT5954Z_1,86367_LNBYT5954Z_1,86367_LNBYT5954Z,86367_LNBYT5954Z,1
86795_LNBYT5954Z_1,86795_LNBYT5954Z_1,86795_LNBYT5954Z,86795_LNBYT5954Z,1
86924_LNBYT5954Z_1,86924_LNBYT5954Z_1,86924_LNBYT5954Z,86924_LNBYT5954Z,1
87053_LNBYT5954Z_1,87053_LNBYT5954Z_1,87053_LNBYT5954Z,87053_LNBYT5954Z,1
87053_LNBYT5954Z_2,87053_LNBYT5954Z_2,87053_LNBYT5954Z,87053_LNBYT5954Z,2
87184_LNBYT5954Z_1,87184_LNBYT5954Z_1,87184_LNBYT5954Z,87184_LNBYT5954Z,1
87184_LNBYT5954Z_2,87184_LNBYT5954Z_2,87184_LNBYT5954Z,87184_LNBYT5954Z,2
87515_LNBYT5954Z_1,87515_LNBYT5954Z_1,87515_LNBYT5954Z,87515_LNBYT5954Z,1
87878_LNBYT5954Z_1,87878_LNBYT5954Z_1,87878_LNBYT5954Z,87878_LNBYT5954Z,1
87878_LNBYT5954Z_2,87878_LNBYT5954Z_2,87878_LNBYT5954Z,87878_LNBYT5954Z,2
88279_LNBYT5954Z_1,88279_LNBYT5954Z_1,88279_LNBYT5954Z,88279_LNBYT5954Z,1
88279_LNBYT5954Z_2,88279_LNBYT5954Z_2,88279_LNBYT5954Z,88279_LNBYT5954Z,2
88587_LNBYT5954Z_1,88587_LNBYT5954Z_1,88587_LNBYT5954Z,88587_LNBYT5954Z,1
89223_LNBYT5954Z_1,89223_LNBYT5954Z_1,89223_LNBYT5954Z,89223_LNBYT5954Z,1
89384_LNBYT5954Z_1,89384_LNBYT5954Z_1,89384_LNBYT5954Z,89384_LNBYT5954Z,1
89486_LNBYT5954Z_1,89486_LNBYT5954Z_1,89486_LNBYT5954Z,89486_LNBYT5954Z,1
89486_LNBYT5954Z_2,89486_LNBYT5954Z_2,89486_LNBYT5954Z,89486_LNBYT5954Z,2
89790_LNBYT5954Z_1,89790_LNBYT5954Z_1,89790_LNBYT5954Z,89790_LNBYT5954Z,1
90111_LNBYT5954Z_1,90111_LNBYT5954Z_1,90111_LNBYT5954Z,90111_LNBYT5954Z,1
90610_LNBYT5954Z_1,90610_LNBYT5954Z_1,90610_LNBYT5954Z,90610_LNBYT5954Z,1
90710_LNBYT5954Z_1,90710_LNBYT5954Z_1,90710_LNBYT5954Z,90710_LNBYT5954Z,1
90945_LNBYT5954Z_1,90945_LNBYT5954Z_1,90945_LNBYT5954Z,90945_LNBYT5954Z,1
90945_LNBYT5954Z_2,90945_LNBYT5954Z_2,90945_LNBYT5954Z,90945_LNBYT5954Z,2
18160_LNBYT5954Z_1,18160_LNBYT5954Z_1,18160_LNBYT5954Z,18160_LNBYT5954Z,1
18160_LNBYT5954Z_2,18160_LNBYT5954Z_2,18160_LNBYT5954Z,18160_LNBYT5954Z,2
18482_LNBYT5954Z_1,18482_LNBYT5954Z_1,18482_LNBYT5954Z,18482_LNBYT5954Z,1
18482_LNBYT5954Z_2,18482_LNBYT5954Z_2,18482_LNBYT5954Z,18482_LNBYT5954Z,2
18555_LNBYT5954Z_1,18555_LNBYT5954Z_1,18555_LNBYT5954Z,18555_LNBYT5954Z,1
18607_LNBYT5954Z_1,18607_LNBYT5954Z_1,18607_LNBYT5954Z,18607_LNBYT5954Z,1
18607_LNBYT5954Z_2,18607_LNBYT5954Z_2,18607_LNBYT5954Z,18607_LNBYT5954Z,2
18607_LNBYT5954Z_3,18607_LNBYT5954Z_3,18607_LNBYT5954Z,18607_LNBYT5954Z,3
18607_LNBYT5954Z_4,18607_LNBYT5954Z_4,18607_LNBYT5954Z,18607_LNBYT5954Z,4
18607_LNBYT5954Z_5,18607_LNBYT5954Z_5,18607_LNBYT5954Z,18607_LNBYT5954Z,5
18923_LNBYT5954Z_1,18923_LNBYT5954Z_1,18923_LNBYT5954Z,18923_LNBYT5954Z,1
18923_LNBYT5954Z_2,18923_LNBYT5954Z_2,18923_LNBYT5954Z,18923_LNBYT5954Z,2
18923_LNBYT5954Z_3,18923_LNBYT5954Z_3,18923_LNBYT5954Z,18923_LNBYT5954Z,3
19029_LNBYT5954Z_1,19029_LNBYT5954Z_1,19029_LNBYT5954Z,19029_LNBYT5954Z,1
19029_LNBYT5954Z_2,19029_LNBYT5954Z_2,19029_LNBYT5954Z,19029_LNBYT5954Z,2
19029_LNBYT5954Z_3,19029_LNBYT5954Z_3,19029_LNBYT5954Z,19029_LNBYT5954Z,3
19557_LNBYT5954Z_1,19557_LNBYT5954Z_1,19557_LNBYT5954Z,19557_LNBYT5954Z,1
19557_LNBYT5954Z_2,19557_LNBYT5954Z_2,19557_LNBYT5954Z,19557_LNBYT5954Z,2
19557_LNBYT5954Z_3,19557_LNBYT5954Z_3,19557_LNBYT5954Z,19557_LNBYT5954Z,3
19629_LNBYT5954Z_1,19629_LNBYT5954Z_1,19629_LNBYT5954Z,19629_LNBYT5954Z,1
19629_LNBYT5954Z_2,19629_LNBYT5954Z_2,19629_LNBYT5954Z,19629_LNBYT5954Z,2
19629_LNBYT5954Z_3,19629_LNBYT5954Z_3,19629_LNBYT5954Z,19629_LNBYT5954Z,3
19776_LNBYT5954Z_1,19776_LNBYT5954Z_1,19776_LNBYT5954Z,19776_LNBYT5954Z,1
19776_LNBYT5954Z_2,19776_LNBYT5954Z_2,19776_LNBYT5954Z,19776_LNBYT5954Z,2
19776_LNBYT5954Z_3,19776_LNBYT5954Z_3,19776_LNBYT5954Z,19776_LNBYT5954Z,3
19948_LNBYT5954Z_1,19948_LNBYT5954Z_1,19948_LNBYT5954Z,19948_LNBYT5954Z,1
20163_LNBYT5954Z_1,20163_LNBYT5954Z_1,20163_LNBYT5954Z,20163_LNBYT5954Z,1
20163_LNBYT5954Z_2,20163_LNBYT5954Z_2,20163_LNBYT5954Z,20163_LNBYT5954Z,2
20163_LNBYT5954Z_3,20163_LNBYT5954Z_3,20163_LNBYT5954Z,20163_LNBYT5954Z,3
20163_LNBYT5954Z_4,20163_LNBYT5954Z_4,20163_LNBYT5954Z,20163_LNBYT5954Z,4
20163_LNBYT5954Z_5,20163_LNBYT5954Z_5,20163_LNBYT5954Z,20163_LNBYT5954Z,5
20163_LNBYT5954Z_6,20163_LNBYT5954Z_6,20163_LNBYT5954Z,20163_LNBYT5954Z,6
20318_LNBYT5954Z_1,20318_LNBYT5954Z_1,20318_LNBYT5954Z,20318_LNBYT5954Z,1
20318_LNBYT5954Z_2,20318_LNBYT5954Z_2,20318_LNBYT5954Z,20318_LNBYT5954Z,2
20318_LNBYT5954Z_3,20318_LNBYT5954Z_3,20318_LNBYT5954Z,20318_LNBYT5954Z,3
20392_LNBYT5954Z_1,20392_LNBYT5954Z_1,20392_LNBYT5954Z,20392_LNBYT5954Z,1
20392_LNBYT5954Z_2,20392_LNBYT5954Z_2,20392_LNBYT5954Z,20392_LNBYT5954Z,2
20392_LNBYT5954Z_3,20392_LNBYT5954Z_3,20392_LNBYT5954Z,20392_LNBYT5954Z,3
20636_LNBYT5954Z_1,20636_LNBYT5954Z_1,20636_LNBYT5954Z,20636_LNBYT5954Z,1
20636_LNBYT5954Z_2,20636_LNBYT5954Z_2,20636_LNBYT5954Z,20636_LNBYT5954Z,2
20636_LNBYT5954Z_3,20636_LNBYT5954Z_3,20636_LNBYT5954Z,20636_LNBYT5954Z,3
20826_LNBYT5954Z_1,20826_LNBYT5954Z_1,20826_LNBYT5954Z,20826_LNBYT5954Z,1
20920_LNBYT5954Z_1,20920_LNBYT5954Z_1,20920_LNBYT5954Z,20920_LNBYT5954Z,1
20920_LNBYT5954Z_2,20920_LNBYT5954Z_2,20920_LNBYT5954Z,20920_LNBYT5954Z,2
20920_LNBYT5954Z_3,20920_LNBYT5954Z_3,20920_LNBYT5954Z,20920_LNBYT5954Z,3
20920_LNBYT5954Z_4,20920_LNBYT5954Z_4,20920_LNBYT5954Z,20920_LNBYT5954Z,4
20977_LNBYT5954Z_1,20977_LNBYT5954Z_1,20977_LNBYT5954Z,20977_LNBYT5954Z,1
20977_LNBYT5954Z_2,20977_LNBYT5954Z_2,20977_LNBYT5954Z,20977_LNBYT5954Z,2
20977_LNBYT5954Z_3,20977_LNBYT5954Z_3,20977_LNBYT5954Z,20977_LNBYT5954Z,3
20977_LNBYT5954Z_4,20977_LNBYT5954Z_4,20977_LNBYT5954Z,20977_LNBYT5954Z,4
20990_LNBYT5954Z_1,20990_LNBYT5954Z_1,20990_LNBYT5954Z,20990_LNBYT5954Z,1
20990_LNBYT5954Z_2,20990_LNBYT5954Z_2,20990_LNBYT5954Z,20990_LNBYT5954Z,2
20990_LNBYT5954Z_3,20990_LNBYT5954Z_3,20990_LNBYT5954Z,20990_LNBYT5954Z,3
21095_LNBYT5954Z_1,21095_LNBYT5954Z_1,21095_LNBYT5954Z,21095_LNBYT5954Z,1
21095_LNBYT5954Z_2,21095_LNBYT5954Z_2,21095_LNBYT5954Z,21095_LNBYT5954Z,2
21095_LNBYT5954Z_3,21095_LNBYT5954Z_3,21095_LNBYT5954Z,21095_LNBYT5954Z,3
38835_LNBYT5954Z_1,38835_LNBYT5954Z_1,38835_LNBYT5954Z,38835_LNBYT5954Z,1
38968_LNBYT5954Z_1,38968_LNBYT5954Z_1,38968_LNBYT5954Z,38968_LNBYT5954Z,1
38968_LNBYT5954Z_2,38968_LNBYT5954Z_2,38968_LNBYT5954Z,38968_LNBYT5954Z,2
39016_LNBYT5954Z_1,39016_LNBYT5954Z_1,39016_LNBYT5954Z,39016_LNBYT5954Z,1
39016_LNBYT5954Z_2,39016_LNBYT5954Z_2,39016_LNBYT5954Z,39016_LNBYT5954Z,2
39261_LNBYT5954Z_1,39261_LNBYT5954Z_1,39261_LNBYT5954Z,39261_LNBYT5954Z,1
39550_LNBYT5954Z_1,39550_LNBYT5954Z_1,39550_LNBYT5954Z,39550_LNBYT5954Z,1
39745_LNBYT5954Z_1,39745_LNBYT5954Z_1,39745_LNBYT5954Z,39745_LNBYT5954Z,1
39996_LNBYT5954Z_1,39996_LNBYT5954Z_1,39996_LNBYT5954Z,39996_LNBYT5954Z,1
40419_LNBYT5954Z_1,40419_LNBYT5954Z_1,40419_LNBYT5954Z,40419_LNBYT5954Z,1
40419_LNBYT5954Z_2,40419_LNBYT5954Z_2,40419_LNBYT5954Z,40419_LNBYT5954Z,2
40419_LNBYT5954Z_3,40419_LNBYT5954Z_3,40419_LNBYT5954Z,40419_LNBYT5954Z,3
40453_LNBYT5954Z_1,40453_LNBYT5954Z_1,40453_LNBYT5954Z,40453_LNBYT5954Z,1
40453_LNBYT5954Z_2,40453_LNBYT5954Z_2,40453_LNBYT5954Z,40453_LNBYT5954Z,2
40579_LNBYT5954Z_1,40579_LNBYT5954Z_1,40579_LNBYT5954Z,40579_LNBYT5954Z,1
40906_LNBYT5954Z_1,40906_LNBYT5954Z_1,40906_LNBYT5954Z,40906_LNBYT5954Z,1
40906_LNBYT5954Z_2,40906_LNBYT5954Z_2,40906_LNBYT5954Z,40906_LNBYT5954Z,2
41014_LNBYT5954Z_1,41014_LNBYT5954Z_1,41014_LNBYT5954Z,41014_LNBYT5954Z,1
41014_LNBYT5954Z_2,41014_LNBYT5954Z_2,41014_LNBYT5954Z,41014_LNBYT5954Z,2
41014_LNBYT5954Z_3,41014_LNBYT5954Z_3,41014_LNBYT5954Z,41014_LNBYT5954Z,3
41026_LNBYT5954Z_1,41026_LNBYT5954Z_1,41026_LNBYT5954Z,41026_LNBYT5954Z,1
41026_LNBYT5954Z_2,41026_LNBYT5954Z_2,41026_LNBYT5954Z,41026_LNBYT5954Z,2
41026_LNBYT5954Z_3,41026_LNBYT5954Z_3,41026_LNBYT5954Z,41026_LNBYT5954Z,3
41036_LNBYT5954Z_1,41036_LNBYT5954Z_1,41036_LNBYT5954Z,41036_LNBYT5954Z,1
41036_LNBYT5954Z_2,41036_LNBYT5954Z_2,41036_LNBYT5954Z,41036_LNBYT5954Z,2
41086_LNBYT5954Z_1,41086_LNBYT5954Z_1,41086_LNBYT5954Z,41086_LNBYT5954Z,1
41086_LNBYT5954Z_2,41086_LNBYT5954Z_2,41086_LNBYT5954Z,41086_LNBYT5954Z,2
41086_LNBYT5954Z_3,41086_LNBYT5954Z_3,41086_LNBYT5954Z,41086_LNBYT5954Z,3
41244_LNBYT5954Z_1,41244_LNBYT5954Z_1,41244_LNBYT5954Z,41244_LNBYT5954Z,1
41278_LNBYT5954Z_1,41278_LNBYT5954Z_1,41278_LNBYT5954Z,41278_LNBYT5954Z,1
41278_LNBYT5954Z_2,41278_LNBYT5954Z_2,41278_LNBYT5954Z,41278_LNBYT5954Z,2
41278_LNBYT5954Z_3,41278_LNBYT5954Z_3,41278_LNBYT5954Z,41278_LNBYT5954Z,3
41604_LNBYT5954Z_1,41604_LNBYT5954Z_1,41604_LNBYT5954Z,41604_LNBYT5954Z,1
41604_LNBYT5954Z_2,41604_LNBYT5954Z_2,41604_LNBYT5954Z,41604_LNBYT5954Z,2
41604_LNBYT5954Z_3,41604_LNBYT5954Z_3,41604_LNBYT5954Z,41604_LNBYT5954Z,3
41685_LNBYT5954Z_1,41685_LNBYT5954Z_1,41685_LNBYT5954Z,41685_LNBYT5954Z,1
41685_LNBYT5954Z_2,41685_LNBYT5954Z_2,41685_LNBYT5954Z,41685_LNBYT5954Z,2
42248_LNBYT5954Z_1,42248_LNBYT5954Z_1,42248_LNBYT5954Z,42248_LNBYT5954Z,1
42248_LNBYT5954Z_2,42248_LNBYT5954Z_2,42248_LNBYT5954Z,42248_LNBYT5954Z,2
42493_LNBYT5954Z_1,42493_LNBYT5954Z_1,42493_LNBYT5954Z,42493_LNBYT5954Z,1
42493_LNBYT5954Z_2,42493_LNBYT5954Z_2,42493_LNBYT5954Z,42493_LNBYT5954Z,2
42523_LNBYT5954Z_1,42523_LNBYT5954Z_1,42523_LNBYT5954Z,42523_LNBYT5954Z,1
42523_LNBYT5954Z_2,42523_LNBYT5954Z_2,42523_LNBYT5954Z,42523_LNBYT5954Z,2
42523_LNBYT5954Z_3,42523_LNBYT5954Z_3,42523_LNBYT5954Z,42523_LNBYT5954Z,3
28403_LNBYT5954Z_3,28403_LNBYT5954Z_3,28403_LNBYT5954Z,28403_LNBYT5954Z,3
28403_LNBYT5954Z_4,28403_LNBYT5954Z_4,28403_LNBYT5954Z,28403_LNBYT5954Z,4
28403_LNBYT5954Z_5,28403_LNBYT5954Z_5,28403_LNBYT5954Z,28403_LNBYT5954Z,5
28403_LNBYT5954Z_6,28403_LNBYT5954Z_6,28403_LNBYT5954Z,28403_LNBYT5954Z,6
28407_LNBYT5954Z_1,28407_LNBYT5954Z_1,28407_LNBYT5954Z,28407_LNBYT5954Z,1
28407_LNBYT5954Z_2,28407_LNBYT5954Z_2,28407_LNBYT5954Z,28407_LNBYT5954Z,2
28418_LNBYT5954Z_1,28418_LNBYT5954Z_1,28418_LNBYT5954Z,28418_LNBYT5954Z,1
28418_LNBYT5954Z_2,28418_LNBYT5954Z_2,28418_LNBYT5954Z,28418_LNBYT5954Z,2
28634_LNBYT5954Z_1,28634_LNBYT5954Z_1,28634_LNBYT5954Z,28634_LNBYT5954Z,1
28634_LNBYT5954Z_2,28634_LNBYT5954Z_2,28634_LNBYT5954Z,28634_LNBYT5954Z,2
28672_LNBYT5954Z_1,28672_LNBYT5954Z_1,28672_LNBYT5954Z,28672_LNBYT5954Z,1
28672_LNBYT5954Z_2,28672_LNBYT5954Z_2,28672_LNBYT5954Z,28672_LNBYT5954Z,2
28694_LNBYT5954Z_1,28694_LNBYT5954Z_1,28694_LNBYT5954Z,28694_LNBYT5954Z,1
28770_LNBYT5954Z_1,28770_LNBYT5954Z_1,28770_LNBYT5954Z,28770_LNBYT5954Z,1
28770_LNBYT5954Z_2,28770_LNBYT5954Z_2,28770_LNBYT5954Z,28770_LNBYT5954Z,2
28770_LNBYT5954Z_3,28770_LNBYT5954Z_3,28770_LNBYT5954Z,28770_LNBYT5954Z,3
28946_LNBYT5954Z_1,28946_LNBYT5954Z_1,28946_LNBYT5954Z,28946_LNBYT5954Z,1
28946_LNBYT5954Z_2,28946_LNBYT5954Z_2,28946_LNBYT5954Z,28946_LNBYT5954Z,2
28946_LNBYT5954Z_3,28946_LNBYT5954Z_3,28946_LNBYT5954Z,28946_LNBYT5954Z,3
28946_LNBYT5954Z_4,28946_LNBYT5954Z_4,28946_LNBYT5954Z,28946_LNBYT5954Z,4
28946_LNBYT5954Z_5,28946_LNBYT5954Z_5,28946_LNBYT5954Z,28946_LNBYT5954Z,5
29195_LNBYT5954Z_1,29195_LNBYT5954Z_1,29195_LNBYT5954Z,29195_LNBYT5954Z,1
29195_LNBYT5954Z_2,29195_LNBYT5954Z_2,29195_LNBYT5954Z,29195_LNBYT5954Z,2
29195_LNBYT5954Z_3,29195_LNBYT5954Z_3,29195_LNBYT5954Z,29195_LNBYT5954Z,3
29546_LNBYT5954Z_1,29546_LNBYT5954Z_1,29546_LNBYT5954Z,29546_LNBYT5954Z,1
29546_LNBYT5954Z_2,29546_LNBYT5954Z_2,29546_LNBYT5954Z,29546_LNBYT5954Z,2
29546_LNBYT5954Z_3,29546_LNBYT5954Z_3,29546_LNBYT5954Z,29546_LNBYT5954Z,3
29614_LNBYT5954Z_1,29614_LNBYT5954Z_1,29614_LNBYT5954Z,29614_LNBYT5954Z,1
29707_LNBYT5954Z_1,29707_LNBYT5954Z_1,29707_LNBYT5954Z,29707_LNBYT5954Z,1
29707_LNBYT5954Z_2,29707_LNBYT5954Z_2,29707_LNBYT5954Z,29707_LNBYT5954Z,2
44_LNBYT5954Z_1,44_LNBYT5954Z_1,44_LNBYT5954Z,44_LNBYT5954Z,1
44_LNBYT5954Z_2,44_LNBYT5954Z_2,44_LNBYT5954Z,44_LNBYT5954Z,2
44_LNBYT5954Z_3,44_LNBYT5954Z_3,44_LNBYT5954Z,44_LNBYT5954Z,3
44_LNBYT5954Z_4,44_LNBYT5954Z_4,44_LNBYT5954Z,44_LNBYT5954Z,4
44_LNBYT5954Z_5,44_LNBYT5954Z_5,44_LNBYT5954Z,44_LNBYT5954Z,5
44_LNBYT5954Z_6,44_LNBYT5954Z_6,44_LNBYT5954Z,44_LNBYT5954Z,6
44_LNBYT5954Z_7,44_LNBYT5954Z_7,44_LNBYT5954Z,44_LNBYT5954Z,7
44_LNBYT5954Z_8,44_LNBYT5954Z_8,44_LNBYT5954Z,44_LNBYT5954Z,8
44_LNBYT5954Z_9,44_LNBYT5954Z_9,44_LNBYT5954Z,44_LNBYT5954Z,9
44_LNBYT5954Z_10,44_LNBYT5954Z_10,44_LNBYT5954Z,44_LNBYT5954Z,10
44_LNBYT5954Z_11,44_LNBYT5954Z_11,44_LNBYT5954Z,44_LNBYT5954Z,11
44_LNBYT5954Z_12,44_LNBYT5954Z_12,44_LNBYT5954Z,44_LNBYT5954Z,12
44_LNBYT5954Z_13,44_LNBYT5954Z_13,44_LNBYT5954Z,44_LNBYT5954Z,13
44_LNBYT5954Z_14,44_LNBYT5954Z_14,44_LNBYT5954Z,44_LNBYT5954Z,14
44_LNBYT5954Z_15,44_LNBYT5954Z_15,44_LNBYT5954Z,44_LNBYT5954Z,15
44_LNBYT5954Z_16,44_LNBYT5954Z_16,44_LNBYT5954Z,44_LNBYT5954Z,16
44_LNBYT5954Z_17,44_LNBYT5954Z_17,44_LNBYT5954Z,44_LNBYT5954Z,17
44_LNBYT5954Z_18,44_LNBYT5954Z_18,44_LNBYT5954Z,44_LNBYT5954Z,18
44_LNBYT5954Z_19,44_LNBYT5954Z_19,44_LNBYT5954Z,44_LNBYT5954Z,19
44_LNBYT5954Z_20,44_LNBYT5954Z_20,44_LNBYT5954Z,44_LNBYT5954Z,20
44_LNBYT5954Z_21,44_LNBYT5954Z_21,44_LNBYT5954Z,44_LNBYT5954Z,21
44_LNBYT5954Z_22,44_LNBYT5954Z_22,44_LNBYT5954Z,44_LNBYT5954Z,22
44_LNBYT5954Z_23,44_LNBYT5954Z_23,44_LNBYT5954Z,44_LNBYT5954Z,23
44_LNBYT5954Z_24,44_LNBYT5954Z_24,44_LNBYT5954Z,44_LNBYT5954Z,24
44_LNBYT5954Z_25,44_LNBYT5954Z_25,44_LNBYT5954Z,44_LNBYT5954Z,25
44_LNBYT5954Z_26,44_LNBYT5954Z_26,44_LNBYT5954Z,44_LNBYT5954Z,26
44_LNBYT5954Z_27,44_LNBYT5954Z_27,44_LNBYT5954Z,44_LNBYT5954Z,27
44_LNBYT5954Z_28,44_LNBYT5954Z_28,44_LNBYT5954Z,44_LNBYT5954Z,28
